id_penjualan,id_invoice,id_customer,id_barang,tanggal,month,id_distributor,customer,cabang_sales,group,nama_barang,brand,harga,jumlah_barang,total_harga
IN6075-BRG0009,IN6075,CUST55638,BRG0009,2022-04-16,4,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,48,1488000
IN6076-BRG0005,IN6076,CUST55594,BRG0005,2022-03-24,3,TD,KLINIK SAHABAT,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,12,564000
IN6077-BRG0002,IN6077,CUST55647,BRG0002,2022-05-16,5,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,12,1344000
IN6078-BRG0001,IN6078,CUST55600,BRG0001,2022-03-30,3,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,12,1152000
IN6079-BRG0005,IN6079,CUST55494,BRG0005,2022-01-31,1,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,34,1598000
IN6080-BRG0007,IN6080,CUST55596,BRG0007,2022-03-26,3,EPM,APOTEK SAHABAT,Padang,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,14,905800
IN6081-BRG0004,IN6081,CUST55589,BRG0004,2022-03-19,3,TD,KLINIK DR. ANDRI,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,25,612500
IN6082-BRG0002,IN6082,CUST55617,BRG0002,2022-04-16,4,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,8,896000
IN6083-BRG0008,IN6083,CUST55487,BRG0008,2022-01-30,1,TA,KLINIK GM,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,2,19600
IN6084-BRG0002,IN6084,CUST55471,BRG0002,2022-02-01,2,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,67,7504000
IN6085-BRG0002,IN6085,CUST55601,BRG0002,2022-03-31,3,TD,KLINIK SAHABAT,Tangerang,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,25,2800000
IN6086-BRG0003,IN6086,CUST55408,BRG0003,2022-01-23,1,EPM,APOTEK SAHABAT,Padang,Apotek,AMPICILLIN,MARCKS,17000,14,238000
IN6087-BRG0001,IN6087,CUST55560,BRG0001,2022-02-18,2,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,12,1152000
IN6088-BRG0009,IN6088,CUST55548,BRG0009,2022-02-06,2,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,10,310000
IN6089-BRG0007,IN6089,CUST55386,BRG0007,2022-01-25,1,EPM,APOTEK SAHABAT,Padang,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,9,582300
IN6090-BRG0006,IN6090,CUST55655,BRG0006,2022-05-24,5,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,21,819000
IN6091-BRG0008,IN6091,CUST55687,BRG0008,2022-06-11,6,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,14,137200
IN6092-BRG0005,IN6092,CUST55584,BRG0005,2022-03-14,3,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,2,94000
IN6093-BRG0005,IN6093,CUST55674,BRG0005,2022-05-29,5,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,13,611000
IN6094-BRG0001,IN6094,CUST55710,BRG0001,2022-05-02,5,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,67,6432000
IN6095-BRG0009,IN6095,CUST55478,BRG0009,2022-01-27,1,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,5,155000
IN6096-BRG0002,IN6096,CUST55561,BRG0002,2022-02-19,2,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,25,2800000
IN6097-BRG0009,IN6097,CUST55718,BRG0009,2022-04-30,4,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,100,3100000
IN6098-BRG0010,IN6098,CUST55599,BRG0010,2022-03-29,3,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,19,399000
IN6099-BRG0008,IN6099,CUST55457,BRG0008,2022-01-30,1,TA,KLINIK GM,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,5,49000
IN6100-BRG0002,IN6100,CUST55677,BRG0002,2022-06-01,6,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,9,1008000
IN6101-BRG0004,IN6101,CUST55723,BRG0004,2022-04-30,4,EPM,APOTEK SAHABAT,Padang,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,20,490000
IN6102-BRG0003,IN6102,CUST55392,BRG0003,2022-01-31,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,11,187000
IN6102-BRG0007,IN6102,CUST55392,BRG0007,2022-01-31,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,24,1552800
IN6103-BRG0001,IN6103,CUST55496,BRG0001,2022-01-27,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ACYCLOVIR DUS,OGB & PH,96000,15,1440000
IN6104-BRG0004,IN6104,CUST55433,BRG0004,2022-01-30,1,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,45,1102500
IN6105-BRG0001,IN6105,CUST55700,BRG0001,2022-05-02,5,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ACYCLOVIR DUS,OGB & PH,96000,21,2016000
IN6106-BRG0004,IN6106,CUST55713,BRG0004,2022-04-30,4,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,4,98000
IN6107-BRG0002,IN6107,CUST55511,BRG0002,2022-01-30,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,24,2688000
IN6108-BRG0004,IN6108,CUST55409,BRG0004,2022-01-30,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,21,514500
IN6109-BRG0003,IN6109,CUST55702,BRG0003,2022-06-16,6,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,12,204000
IN6110-BRG0007,IN6110,CUST55576,BRG0007,2022-03-06,3,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,9,582300
IN6111-BRG0008,IN6111,CUST55657,BRG0008,2022-05-26,5,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,12,117600
IN6112-BRG0007,IN6112,CUST55726,BRG0007,2022-05-03,5,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,34,2199800
IN6113-BRG0005,IN6113,CUST55382,BRG0005,2022-02-01,2,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,12,564000
IN6113-BRG0001,IN6113,CUST55400,BRG0001,2022-01-27,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ACYCLOVIR DUS,OGB & PH,96000,12,1152000
IN6113-BRG0001,IN6113,CUST55382,BRG0001,2022-02-01,2,TA,KLINIK GM,Jakarta,Klinik,ACYCLOVIR DUS,OGB & PH,96000,2,192000
IN6113-BRG0004,IN6113,CUST55382,BRG0004,2022-02-01,2,TA,KLINIK GM,Jakarta,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,12,294000
IN6113-BRG0002,IN6113,CUST55382,BRG0002,2022-02-01,2,TA,KLINIK GM,Jakarta,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,2,224000
IN6114-BRG0010,IN6114,CUST55569,BRG0010,2022-02-27,2,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,98,2058000
IN6115-BRG0007,IN6115,CUST55716,BRG0007,2022-05-03,5,EPM,APOTEK SAHABAT,Padang,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,10,647000
IN6116-BRG0006,IN6116,CUST55455,BRG0006,2022-01-28,1,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,67,2613000
IN6117-BRG0008,IN6117,CUST55667,BRG0008,2022-05-22,5,TA,KLINIK GM,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,5,49000
IN6118-BRG0003,IN6118,CUST55502,BRG0003,2022-01-27,1,TA,KLINIK GM,Jakarta,Klinik,AMPICILLIN,MARCKS,17000,19,323000
IN6119-BRG0010,IN6119,CUST55449,BRG0010,2022-01-28,1,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,14,294000
IN6120-BRG0006,IN6120,CUST55465,BRG0006,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,14,546000
IN6121-BRG0007,IN6121,CUST55666,BRG0007,2022-05-21,5,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,98,6340600
IN6122-BRG0006,IN6122,CUST55445,BRG0006,2022-01-30,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,21,819000
IN6123-BRG0008,IN6123,CUST55697,BRG0008,2022-06-16,6,TA,KLINIK GM,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,12,117600
IN6124-BRG0003,IN6124,CUST55442,BRG0003,2022-01-27,1,TA,KLINIK GM,Jakarta,Klinik,AMPICILLIN,MARCKS,17000,95,1615000
IN6125-BRG0003,IN6125,CUST55402,BRG0003,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,14,238000
IN6126-BRG0005,IN6126,CUST55624,BRG0005,2022-04-23,4,TD,KLINIK SAHABAT,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,45,2115000
IN6127-BRG0006,IN6127,CUST55625,BRG0006,2022-04-24,4,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,34,1326000
IN6128-BRG0008,IN6128,CUST55537,BRG0008,2022-02-01,2,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,79,774200
IN6129-BRG0001,IN6129,CUST55556,BRG0001,2022-02-14,2,TD,KLINIK SAHABAT,Tangerang,Klinik,ACYCLOVIR DUS,OGB & PH,96000,8,768000
IN6130-BRG0009,IN6130,CUST55518,BRG0009,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,5,155000
IN6131-BRG0010,IN6131,CUST55418,BRG0010,2022-01-28,1,TA,APOTEK MAJA,Kuningan,Apotek,PARACETAMOL,SLCYL,21000,27,567000
IN6131-BRG0009,IN6131,CUST55418,BRG0009,2022-01-28,1,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,10,310000
IN6131-BRG0009,IN6131,CUST55418,BRG0009,2022-01-27,1,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,10,310000
IN6132-BRG0003,IN6132,CUST55708,BRG0003,2022-04-30,4,EPM,APOTEK SAHABAT,Padang,Apotek,AMPICILLIN,MARCKS,17000,12,204000
IN6133-BRG0010,IN6133,CUST55429,BRG0010,2022-02-01,2,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,78,1638000
IN6134-BRG0002,IN6134,CUST55441,BRG0002,2022-02-01,2,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,12,1344000
IN6135-BRG0001,IN6135,CUST55550,BRG0001,2022-02-08,2,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ACYCLOVIR DUS,OGB & PH,96000,12,1152000
IN6136-BRG0001,IN6136,CUST55526,BRG0001,2022-01-27,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ACYCLOVIR DUS,OGB & PH,96000,78,7488000
IN6137-BRG0004,IN6137,CUST55573,BRG0004,2022-03-03,3,EPM,APOTEK SAHABAT,Padang,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,9,220500
IN6138-BRG0002,IN6138,CUST55661,BRG0002,2022-04-18,4,TD,KLINIK SAHABAT,Tangerang,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,10,1120000
IN6139-BRG0004,IN6139,CUST55623,BRG0004,2022-04-22,4,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,78,1911000
IN6140-BRG0006,IN6140,CUST55595,BRG0006,2022-03-25,3,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,25,975000
IN6141-BRG0002,IN6141,CUST55401,BRG0002,2022-01-28,1,EPM,APOTEK SAHABAT,Padang,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,25,2800000
IN6142-BRG0005,IN6142,CUST55724,BRG0005,2022-05-01,5,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,45,2115000
IN6143-BRG0006,IN6143,CUST55705,BRG0006,2022-05-02,5,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,24,936000
IN6144-BRG0007,IN6144,CUST55383,BRG0007,2022-01-22,1,TA,APOTEK MERDEKA,Bandung,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,13,841100
IN6144-BRG0008,IN6144,CUST55383,BRG0008,2022-01-22,1,TA,APOTEK MERDEKA,Bandung,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,13,127400
IN6144-BRG0010,IN6144,CUST55383,BRG0010,2022-01-22,1,TA,APOTEK MERDEKA,Bandung,Apotek,PARACETAMOL,SLCYL,21000,13,273000
IN6144-BRG0009,IN6144,CUST55383,BRG0009,2022-01-22,1,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,13,403000
IN6144-BRG0004,IN6144,CUST55383,BRG0004,2022-01-22,1,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,13,318500
IN6145-BRG0003,IN6145,CUST55642,BRG0003,2022-04-20,4,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,25,425000
IN6146-BRG0003,IN6146,CUST55412,BRG0003,2022-01-27,1,TA,KLINIK GM,Jakarta,Klinik,AMPICILLIN,MARCKS,17000,25,425000
IN6147-BRG0006,IN6147,CUST55555,BRG0006,2022-02-13,2,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,4,156000
IN6148-BRG0007,IN6148,CUST55476,BRG0007,2022-01-31,1,EPM,APOTEK SAHABAT,Padang,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,9,582300
IN6149-BRG0001,IN6149,CUST55590,BRG0001,2022-03-20,3,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,14,1344000
IN6150-BRG0002,IN6150,CUST55651,BRG0002,2022-05-20,5,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,5,560000
IN6151-BRG0001,IN6151,CUST55720,BRG0001,2022-05-02,5,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,78,7488000
IN6152-BRG0003,IN6152,CUST55512,BRG0003,2022-01-31,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,10,170000
IN6153-BRG0008,IN6153,CUST55597,BRG0008,2022-03-27,3,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,18,176400
IN6154-BRG0002,IN6154,CUST55641,BRG0002,2022-04-19,4,EPM,APOTEK SAHABAT,Padang,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,12,1344000
IN6155-BRG0005,IN6155,CUST55382,BRG0005,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,12,564000
IN6155-BRG0010,IN6155,CUST55382,BRG0010,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,12,252000
IN6155-BRG0004,IN6155,CUST55382,BRG0004,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,12,294000
IN6155-BRG0009,IN6155,CUST55382,BRG0009,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,AMBROXOL HC,VNS,31000,25,775000
IN6155-BRG0006,IN6155,CUST55382,BRG0006,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,22,858000
IN6155-BRG0007,IN6155,CUST55382,BRG0007,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,ERGOTAMINE COFFEINE,ETIKAL,64700,10,647000
IN6155-BRG0008,IN6155,CUST55382,BRG0008,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,25,245000
IN6155-BRG0003,IN6155,CUST55382,BRG0003,2022-01-21,1,TA,KLINIK GM,Jakarta,Klinik,AMPICILLIN,MARCKS,17000,9,153000
IN6156-BRG0009,IN6156,CUST55608,BRG0009,2022-04-07,4,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,24,744000
IN6157-BRG0004,IN6157,CUST55613,BRG0004,2022-04-12,4,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,67,1641500
IN6158-BRG0010,IN6158,CUST55699,BRG0010,2022-05-01,5,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,14,294000
IN6159-BRG0010,IN6159,CUST55689,BRG0010,2022-06-13,6,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,67,1407000
IN6160-BRG0003,IN6160,CUST55672,BRG0003,2022-05-27,5,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,5,85000
IN6161-BRG0001,IN6161,CUST55466,BRG0001,2022-01-27,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ACYCLOVIR DUS,OGB & PH,96000,24,2304000
IN6162-BRG0004,IN6162,CUST55503,BRG0004,2022-01-28,1,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,12,294000
IN6163-BRG0002,IN6163,CUST55421,BRG0002,2022-01-30,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,5,560000
IN6164-BRG0009,IN6164,CUST55578,BRG0009,2022-03-08,3,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,1,31000
IN6165-BRG0003,IN6165,CUST55722,BRG0003,2022-06-16,6,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,34,578000
IN6166-BRG0006,IN6166,CUST55675,BRG0006,2022-05-30,5,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,1,39000
IN6167-BRG0002,IN6167,CUST55491,BRG0002,2022-01-28,1,EPM,APOTEK SAHABAT,Padang,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,12,1344000
IN6168-BRG0005,IN6168,CUST55644,BRG0005,2022-05-13,5,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,24,1128000
IN6169-BRG0006,IN6169,CUST55665,BRG0006,2022-05-20,5,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,67,2613000
IN6170-BRG0006,IN6170,CUST55505,BRG0006,2022-01-30,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,14,546000
IN6171-BRG0006,IN6171,CUST55545,BRG0006,2022-02-03,2,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,25,975000
IN6172-BRG0002,IN6172,CUST55497,BRG0002,2022-01-28,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,12,1344000
IN6173-BRG0001,IN6173,CUST55406,BRG0001,2022-01-27,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ACYCLOVIR DUS,OGB & PH,96000,12,1152000
IN6174-BRG0003,IN6174,CUST55618,BRG0003,2022-04-17,4,EPM,APOTEK SAHABAT,Padang,Apotek,AMPICILLIN,MARCKS,17000,9,153000
IN6175-BRG0005,IN6175,CUST55404,BRG0005,2022-01-31,1,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,18,846000
IN6176-BRG0004,IN6176,CUST55403,BRG0004,2022-01-30,1,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,18,441000
IN6177-BRG0006,IN6177,CUST55585,BRG0006,2022-03-15,3,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,17,663000
IN6178-BRG0006,IN6178,CUST55695,BRG0006,2022-05-02,5,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,18,702000
IN6179-BRG0010,IN6179,CUST55669,BRG0010,2022-05-24,5,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,8,168000
IN6180-BRG0005,IN6180,CUST55614,BRG0005,2022-04-13,4,TA,KLINIK GM,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,98,4606000
IN6181-BRG0010,IN6181,CUST55549,BRG0010,2022-02-07,2,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,130,2730000
IN6182-BRG0008,IN6182,CUST55577,BRG0008,2022-03-07,3,TA,KLINIK GM,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,13,127400
IN6183-BRG0003,IN6183,CUST55498,BRG0003,2022-01-23,1,EPM,APOTEK SAHABAT,Padang,Apotek,AMPICILLIN,MARCKS,17000,25,425000
IN6184-BRG0002,IN6184,CUST55395,BRG0002,2022-01-28,1,EPM,APOTEK TAPAK,Aceh,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,1,112000
IN6184-BRG0004,IN6184,CUST55395,BRG0004,2022-01-28,1,EPM,APOTEK TAPAK,Aceh,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,25,612500
IN6184-BRG0003,IN6184,CUST55395,BRG0003,2022-01-28,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,12,204000
IN6184-BRG0006,IN6184,CUST55395,BRG0006,2022-01-28,1,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,25,975000
IN6185-BRG0004,IN6185,CUST55483,BRG0004,2022-02-01,2,EPM,APOTEK SAHABAT,Padang,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,9,220500
IN6186-BRG0001,IN6186,CUST55500,BRG0001,2022-01-31,1,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,18,1728000
IN6187-BRG0007,IN6187,CUST55606,BRG0007,2022-04-05,4,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,25,1617500
IN6188-BRG0005,IN6188,CUST55454,BRG0005,2022-01-27,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,10,470000
IN6189-BRG0005,IN6189,CUST55574,BRG0005,2022-03-04,3,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,1,47000
IN6190-BRG0001,IN6190,CUST55390,BRG0001,2022-01-23,1,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,2,192000
IN6190-BRG0001,IN6190,CUST55390,BRG0001,2022-01-23,1,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,40,3840000
IN6191-BRG0003,IN6191,CUST55422,BRG0003,2022-01-31,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,4,68000
IN6192-BRG0006,IN6192,CUST55645,BRG0006,2022-05-14,5,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,10,390000
IN6193-BRG0003,IN6193,CUST55588,BRG0003,2022-03-18,3,EPM,APOTEK SAHABAT,Padang,Apotek,AMPICILLIN,MARCKS,17000,12,204000
IN6194-BRG0009,IN6194,CUST55658,BRG0009,2022-04-18,4,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,25,775000
IN6195-BRG0009,IN6195,CUST55398,BRG0009,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,67,2077000
IN6195-BRG0007,IN6195,CUST55398,BRG0007,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,10,647000
IN6195-BRG0004,IN6195,CUST55398,BRG0004,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,10,245000
IN6196-BRG0001,IN6196,CUST55530,BRG0001,2022-01-31,1,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,45,4320000
IN6197-BRG0001,IN6197,CUST55630,BRG0001,2022-04-29,4,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,34,3264000
IN6198-BRG0001,IN6198,CUST55680,BRG0001,2022-06-04,6,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,4,384000
IN6199-BRG0010,IN6199,CUST55509,BRG0010,2022-01-28,1,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,25,525000
IN6200-BRG0004,IN6200,CUST55473,BRG0004,2022-01-28,1,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,5,122500
IN6201-BRG0009,IN6201,CUST55668,BRG0009,2022-05-23,5,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,4,124000
